record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat
2838,FR,Ryanair,fr5139,LAX,CUN,03-24-2025 01:11 AM,24/03/2025 07:17,230,DELAYED,137,B767,ECONOMY,28C
2839,AA,American Airlines,AA4896,SAP,BOG,5/08/2025 12:58,5/08/2025 18:08,288,ON_TIME,0,E190,ECONOMY,36B
2840,UA,United,UA5709,PTY,SAP,11/07/2025 04:12,7/11/2025 06:25,76,DELAYED,63,B787,ECONOMY,45B
2841,LA,LATAM,LA8344,MIA,GUA,23/01/2024 11:42,23/01/2024 13:28,87,ON_TIME,0,A321,ECONOMY,22E
2842,AM,Aeromexico,AM4872,JFK,MEX,30/12/2024 17:55,30/12/2024 22:21,249,ON_TIME,0,B767,ECONOMY,43F
2843,B6,JetBlue,B63073,JFK,HAV,26/07/2024 15:04,26/07/2024 17:57,164,ON_TIME,0,CRJ9,ECONOMY,24B
2844,DL,DELTA,DL4290,BOG,CUN,02-16-2025 05:42 AM,02-16-2025 10:37 AM,277,ON_TIME,0,A321,ECONOMY,42D
2845,WN,Southwest,WN8766,MAD,CUN,11/10/2024 01:13,11/10/2024 06:21,167,DELAYED,145,B737,ECONOMY,31C
2846,B6,JetBlue,B69183,GUA,BCN,31/08/2025 08:11,31/08/2025 12:52,171,DELAYED,100,E190,ECONOMY,39A
2847,LA,LATAM,LA3915,CUN,SAL,04-16-2025 12:58 AM,16/04/2025 03:01,121,ON_TIME,0,B739,ECONOMY,21B
2848,BA,British Airways,BA6185,JFK,LIM,11/08/2025 17:06,8/11/2025 21:53,277,ON_TIME,0,B777,ECONOMY,29E
2849,WN,SOUTHWEST,WN4057,SAP,BCN,17/03/2024 15:06,17/03/2024 19:58,302,ON_TIME,0,B737,ECONOMY,32A
2850,WN,Southwest,WN4075,BCN,MEX,18/03/2024 04:58,18/03/2024 07:58,188,ON_TIME,0,A321,ECONOMY,34E
2851,AV,Avianca,AV8050,MAD,SAP,1/02/2025 06:07,2/01/2025 13:01,351,DELAYED,68,B737,ECONOMY,23F
2852,AV,Avianca,AV5211,BOG,CUN,2/10/2025 00:35,2/10/2025 02:51,112,ON_TIME,0,A321,ECONOMY,36E
2853,WN,Southwest,WN7095,SAP,MAD,10/06/2024 07:37,10/06/2024 08:56,81,ON_TIME,0,B767,ECONOMY,35F
2854,AA,American Airlines,AA2824,HAV,BCN,11/04/2024 02:48,,,CANCELLED,,B757,ECONOMY,
2855,AA,American Airlines,AA3063,JFK,MIA,31/07/2024 08:28,31/07/2024 13:33,148,DELAYED,153,A321,ECONOMY,20A
2856,LA,LATAM,LA7963,HAV,GUA,18/09/2025 15:38,,,CANCELLED,,B777,ECONOMY,
2857,CM,Copa Airlines,CM7119,BCN,LAX,01-28-2024 05:49 AM,01-28-2024 12:03 PM,354,ON_TIME,0,E190,ECONOMY,39B
2858,BA,BRITISH AIRWAYS,BA8849,CUN,MEX,2/01/2025 20:26,2/01/2025 21:34,46,ON_TIME,0,B777,ECONOMY,36C
2859,IB,Iberia,IB6304,BOG,MEX,25/10/2025 11:47,10-25-2025 06:44 PM,409,ON_TIME,0,B737,ECONOMY,39C
2860,DL,Delta,DL3449,MAD,LIM,28/02/2024 12:17,28/02/2024 17:56,207,DELAYED,107,B787,ECONOMY,19F
2861,BA,British Airways,BA5500,JFK,LIM,01-18-2025 01:10 AM,,,CANCELLED,,A321,ECONOMY,
2862,AM,Aeromexico,AM8635,MIA,SJO,10-22-2025 07:16 PM,23/10/2025 01:39,210,DELAYED,177,CRJ9,ECONOMY,26D
2863,B6,JETBLUE,B64216,CUN,PTY,8/03/2024 02:48,8/03/2024 09:09,374,ON_TIME,0,A319,PREMIUM_ECONOMY,15A
2864,AM,Aeromexico,AM4864,GUA,SAP,8/07/2025 08:24,8/07/2025 18:25,399,DELAYED,189,B739,ECONOMY,22F
2865,FR,Ryanair,FR7550,SAL,SJO,9/09/2025 14:20,9/09/2025 17:11,162,ON_TIME,0,B739,ECONOMY,25B
2866,IB,Iberia,IB8667,BCN,sap,27/06/2025 15:38,27/06/2025 22:30,418,ON_TIME,0,B777,ECONOMY,29C
2867,AV,Avianca,AV5264,MAD,GUA,10/08/2025 02:35,8/10/2025 06:23,213,ON_TIME,0,B787,ECONOMY,38C
2868,B6,JETBLUE,B67295,SJO,LIM,17/12/2024 06:16,12-17-2024 10:00 AM,214,ON_TIME,0,A321,ECONOMY,37E
2869,LA,LATAM,LA3036,PTY,SAP,5/01/2024 13:02,5/01/2024 14:51,99,ON_TIME,0,B777,ECONOMY,18E
2870,IB,IBERIA,IB8667,SAL,PTY,4/07/2025 22:34,5/07/2025 04:41,131,DELAYED,221,E190,ECONOMY,26C
2871,AA,AMERICAN AIRLINES,AA1535,CUN,MEX,23/06/2025 10:04,23/06/2025 16:51,382,ON_TIME,0,CRJ9,ECONOMY,21D
2872,UA,United,UA7902,HAV,LAX,01-15-2024 04:25 AM,15/01/2024 09:25,278,ON_TIME,0,B739,ECONOMY,26E
2873,UA,United,UA9195,GUA,MAD,9/12/2025 17:17,9/12/2025 22:54,338,ON_TIME,0,A319,BUSINESS,7C
2874,AM,Aeromexico,AM8923,PTY,BCN,25/04/2025 18:17,25/04/2025 21:04,156,ON_TIME,0,E190,ECONOMY,17A
2875,FR,Ryanair,FR7938,jfk,MAD,5/04/2025 06:08,4/05/2025 12:23,355,ON_TIME,0,B777,PREMIUM_ECONOMY,14B
2876,UA,United,UA1851,JFK,GUA,30/04/2025 10:52,30/04/2025 16:56,347,ON_TIME,0,B777,ECONOMY,41E
2877,B6,JetBlue,B67281,BCN,BOG,19/06/2025 16:38,19/06/2025 22:34,363,ON_TIME,0,A321,ECONOMY,42A
2878,LA,LATAM,LA8162,SAP,CUN,17/07/2024 18:18,18/07/2024 00:11,352,ON_TIME,0,B739,PREMIUM_ECONOMY,13B
2879,B6,JetBlue,B64256,PTY,SAL,13/02/2024 16:36,02-14-2024 01:05 AM,335,DELAYED,160,A321,ECONOMY,25F
2880,UA,United,UA1751,PTY,LAX,01-23-2024 08:53 AM,23/01/2024 10:53,108,ON_TIME,0,A320,PREMIUM_ECONOMY,14B
2881,B6,JetBlue,B64614,CUN,BOG,03-21-2025 09:20 AM,21/03/2025 16:15,392,ON_TIME,0,A319,ECONOMY,25C
2882,B6,JetBlue,B66070,JFK,MAD,7/05/2025 04:01,5/07/2025 06:00,112,ON_TIME,0,A321,ECONOMY,32E
2883,UA,United,UA8358,SAL,BCN,6/08/2025 21:01,7/08/2025 03:56,407,ON_TIME,0,CRJ9,ECONOMY,18F
2884,DL,Delta,DL5389,MIA,CUN,10/09/2024 02:46,10/09/2024 09:22,373,ON_TIME,0,A321,ECONOMY,23F
2885,FR,Ryanair,FR1578,GUA,BCN,27/07/2024 10:33,27/07/2024 14:20,210,ON_TIME,0,A321,BUSINESS,10D
2886,WN,Southwest,WN3883,PTY,GUA,11/07/2024 08:14,11/07/2024 10:37,140,ON_TIME,0,E190,ECONOMY,18F
2887,AM,AEROMEXICO,AM1746,GUA,JFK,6/11/2024 10:47,,,CANCELLED,,B737,ECONOMY,
2888,AM,Aeromexico,AM6897,SAL,MAD,10/06/2024 15:23,10/06/2024 18:27,160,ON_TIME,0,B757,ECONOMY,34E
2889,UA,United,UA9796,BCN,SJO,4/06/2024 22:22,4/06/2024 23:22,67,ON_TIME,0,B738,ECONOMY,33A
2890,FR,Ryanair,FR5229,LAX,MIA,15/01/2025 03:56,15/01/2025 10:33,403,ON_TIME,0,B777,ECONOMY,30B
2891,AA,American Airlines,AA7638,SJO,JFK,17/02/2024 09:41,17/02/2024 11:43,111,ON_TIME,0,B737,ECONOMY,29F
2892,UA,United,UA1946,BCN,MAD,24/10/2025 23:03,25/10/2025 03:00,234,ON_TIME,0,B737,ECONOMY,24D
2893,BA,British Airways,BA3301,MEX,GUA,15/04/2024 21:41,04-16-2024 12:31 AM,158,ON_TIME,0,B739,ECONOMY,19A
2894,BA,British Airways,BA4686,SAP,HAV,10-27-2025 10:31 PM,28/10/2025 03:46,297,ON_TIME,0,A321,BUSINESS,6E
2895,AV,Avianca,AV8827,JFK,sap,20/04/2025 20:02,21/04/2025 01:49,151,DELAYED,182,A319,BUSINESS,4A
2896,DL,Delta,DL1319,GUA,BOG,20/04/2024 19:17,21/04/2024 06:00,402,DELAYED,217,B787,ECONOMY,20F
2897,LA,LATAM,LA6647,MAD,GUA,06-18-2025 02:38 AM,06-18-2025 04:21 AM,105,ON_TIME,0,B777,PREMIUM_ECONOMY,11A
2898,LA,LATAM,LA2010,SAL,LAX,07-26-2025 01:26 PM,07-26-2025 04:49 PM,167,DELAYED,27,B737,ECONOMY,36A
2899,B6,JetBlue,B65071,CUN,MEX,13/05/2025 15:38,13/05/2025 18:38,156,ON_TIME,0,B757,ECONOMY,16F
2900,CM,Copa Airlines,CM3083,BOG,MEX,19/03/2025 21:13,20/03/2025 00:01,175,ON_TIME,0,A320,ECONOMY,23A
2901,AA,AMERICAN AIRLINES,AA6244,MEX,HAV,25/07/2025 01:17,,,CANCELLED,,B787,ECONOMY,
2902,WN,Southwest,WN6406,LAX,GUA,14/12/2025 23:19,15/12/2025 05:59,399,ON_TIME,0,A321,ECONOMY,17A
2903,UA,UNITED,ua7655,SAL,SJO,1/04/2025 02:59,1/04/2025 08:30,297,DELAYED,39,B738,ECONOMY,36A
2904,AV,Avianca,AV1561,BCN,PTY,11/11/2024 11:34,11/11/2024 16:01,260,ON_TIME,0,A321,ECONOMY,44D
2905,BA,British Airways,BA7302,MIA,LIM,4/06/2025 20:10,6/05/2025 04:26,417,DELAYED,83,B737,ECONOMY,39D
2906,WN,Southwest,WN0106,GUA,CUN,22/03/2024 19:16,23/03/2024 02:32,411,ON_TIME,0,A320,PREMIUM_ECONOMY,12E
2907,AA,American Airlines,AA2035,MIA,JFK,20/12/2025 04:46,20/12/2025 10:36,346,DIVERTED,0,E190,ECONOMY,43E
2908,FR,RYANAIR,FR2211,SAL,SAP,24/12/2025 21:55,25/12/2025 01:27,188,ON_TIME,0,B777,ECONOMY,16B
2909,BA,British Airways,BA5194,LIM,CUN,10-26-2025 04:36 AM,26/10/2025 06:01,65,ON_TIME,0,B737,ECONOMY,33A
2910,IB,IBERIA,IB4466,CUN,SAL,7/11/2024 12:41,7/11/2024 14:35,122,ON_TIME,0,B738,ECONOMY,45A
2911,FR,Ryanair,FR2260,HAV,MAD,8/07/2025 05:13,7/08/2025 11:49,385,ON_TIME,0,A319,ECONOMY,41B
2912,IB,Iberia,IB0125,MAD,JFK,7/08/2025 10:19,8/07/2025 17:36,416,ON_TIME,0,B777,ECONOMY,28F
2913,B6,JetBlue,B63866,CUN,BCN,12/02/2024 08:41,12/02/2024 15:28,392,ON_TIME,0,A320,ECONOMY,40B
2914,AM,AEROMEXICO,AM8746,LIM,SAP,04-17-2024 09:01 AM,04-17-2024 02:34 PM,336,ON_TIME,0,B739,ECONOMY,42F
2915,UA,UNITED,UA2626,CUN,BOG,2/08/2025 04:37,2/08/2025 07:53,183,ON_TIME,0,B777,ECONOMY,17F
2916,CM,Copa Airlines,CM3674,MIA,hav,27/02/2024 20:42,28/02/2024 00:15,205,ON_TIME,0,A319,ECONOMY,21E
2917,AA,AMERICAN AIRLINES,AA9184,MEX,LAX,3/03/2025 16:53,3/03/2025 19:34,157,ON_TIME,0,CRJ9,ECONOMY,30E
2918,AM,Aeromexico,AM9542,mex,BCN,1/07/2024 08:44,1/07/2024 12:54,228,ON_TIME,0,B787,ECONOMY,16F
2919,BA,British Airways,BA1929,pty,SAP,9/07/2025 03:30,7/09/2025 10:35,265,DELAYED,161,B787,ECONOMY,42F
2920,IB,IBERIA,IB1195,MIA,GUA,10/11/2025 11:38,10/11/2025 13:39,106,ON_TIME,0,B777,ECONOMY,27F
2921,UA,United,UA3209,LAX,CUN,26/12/2025 14:05,12-26-2025 04:26 PM,137,ON_TIME,0,A319,ECONOMY,17E
2922,LA,LATAM,LA9497,MEX,BOG,22/04/2025 12:44,22/04/2025 18:05,186,DELAYED,133,B767,ECONOMY,44C
2923,WN,Southwest,WN8854,LAX,MIA,22/07/2025 22:01,23/07/2025 01:17,69,DELAYED,120,A321,PREMIUM_ECONOMY,14C
2924,UA,United,UA9090,HAV,CUN,11-22-2024 08:11 AM,11-22-2024 11:08 AM,165,ON_TIME,0,B737,ECONOMY,24F
2925,LA,LATAM,LA5217,MAD,SAP,2/06/2024 18:05,6/02/2024 20:08,101,ON_TIME,0,B787,ECONOMY,25A
2926,LA,LATAM,LA7965,SAL,SAP,15/06/2025 22:32,16/06/2025 01:45,168,ON_TIME,0,A320,ECONOMY,27D
2927,AV,Avianca,AV3236,MIA,HAV,31/01/2024 19:03,1/02/2024 02:13,249,DELAYED,162,B738,FIRST,1C
2928,CM,Copa Airlines,CM3978,PTY,LAX,21/08/2025 00:45,21/08/2025 05:59,293,ON_TIME,0,A319,ECONOMY,43D
2929,CM,Copa Airlines,CM5034,LAX,HAV,12/02/2024 00:28,12/02/2024 08:57,268,DELAYED,239,E190,ECONOMY,38E
2930,IB,Iberia,IB6802,MIA,SAP,13/11/2025 00:38,13/11/2025 05:02,270,ON_TIME,0,A319,ECONOMY,45D
2931,IB,IBERIA,IB8613,LIM,MAD,13/04/2025 03:02,13/04/2025 10:08,420,DIVERTED,0,CRJ9,BUSINESS,10A
2932,AM,Aeromexico,AM7070,SAL,BCN,14/03/2025 15:40,03-14-2025 06:27 PM,168,ON_TIME,0,B757,PREMIUM_ECONOMY,14B
2933,IB,Iberia,IB1742,LIM,BCN,06-18-2024 11:03 PM,06-19-2024 01:12 AM,108,ON_TIME,0,CRJ9,ECONOMY,20D
2934,IB,Iberia,IB1272,PTY,BOG,8/01/2024 08:33,8/01/2024 14:53,380,ON_TIME,0,CRJ9,ECONOMY,29D
2935,AA,American Airlines,AA2970,LAX,MEX,18/11/2025 00:49,18/11/2025 06:38,327,DELAYED,25,B757,ECONOMY,17C
2936,AV,AVIANCA,AV7944,MAD,LAX,15/01/2025 07:53,15/01/2025 13:48,354,ON_TIME,0,B737,ECONOMY,44B
2937,AV,Avianca,AV4076,BCN,PTY,21/08/2024 07:55,21/08/2024 12:22,267,DIVERTED,0,A320,ECONOMY,19A
2938,AA,American Airlines,AA5327,GUA,CUN,5/11/2024 14:19,11/05/2024 19:29,90,DELAYED,219,A320,ECONOMY,26B
2939,AA,American Airlines,AA1862,SAP,HAV,3/04/2024 00:45,3/04/2024 09:08,304,DELAYED,175,A320,ECONOMY,21A
2940,AV,Avianca,AV1592,SAP,JFK,4/10/2024 15:51,4/10/2024 22:29,376,ON_TIME,0,A321,ECONOMY,32D
2941,BA,British Airways,BA0030,MAD,CUN,28/03/2025 16:44,28/03/2025 23:07,270,DELAYED,111,B777,ECONOMY,24A
2942,AA,American Airlines,AA4300,JFK,MAD,11-16-2024 03:07 AM,16/11/2024 09:52,393,ON_TIME,0,B757,ECONOMY,29C
2943,FR,Ryanair,FR9294,SAL,LAX,25/01/2024 10:52,,,CANCELLED,,B757,ECONOMY,
2944,B6,JETBLUE,B68523,MIA,CUN,19/10/2025 03:31,19/10/2025 07:22,228,ON_TIME,0,B767,ECONOMY,29C
2945,B6,JetBlue,B63619,JFK,sjo,22/02/2024 15:26,22/02/2024 19:50,239,ON_TIME,0,B737,BUSINESS,9A
2946,FR,RYANAIR,FR8481,LIM,PTY,24/04/2024 09:02,24/04/2024 13:23,264,DIVERTED,0,A319,ECONOMY,29C
2947,AV,Avianca,AV4714,BOG,MAD,06-30-2024 09:35 AM,,,CANCELLED,,A319,ECONOMY,
2948,AM,Aeromexico,AM5672,HAV,BCN,01-21-2025 01:06 PM,01-21-2025 05:43 PM,267,ON_TIME,0,B787,ECONOMY,43F
2949,AA,American Airlines,AA3037,BOG,LAX,17/04/2024 12:11,17/04/2024 16:21,253,ON_TIME,0,B787,ECONOMY,16C
2950,CM,COPA AIRLINES,CM9879,BCN,PTY,27/12/2024 14:05,12-27-2024 08:43 PM,401,ON_TIME,0,B737,ECONOMY,39D
2951,DL,Delta,DL9057,HAV,MIA,30/03/2025 20:42,03-30-2025 09:32 PM,47,ON_TIME,0,E190,ECONOMY,24A
2952,AV,Avianca,AV8253,MAD,PTY,3/05/2024 22:46,4/05/2024 03:36,253,DELAYED,42,B739,ECONOMY,25A
2953,FR,Ryanair,FR8056,CUN,HAV,6/10/2024 18:12,10/06/2024 19:41,78,ON_TIME,0,A320,ECONOMY,41B
2954,UA,United,UA7047,CUN,SAP,5/01/2024 13:29,5/01/2024 17:47,243,ON_TIME,0,B767,ECONOMY,45B
2955,WN,Southwest,WN6427,BCN,GUA,25/09/2025 08:45,09-25-2025 02:40 PM,305,DELAYED,33,B739,BUSINESS,9C
2956,CM,Copa Airlines,CM8306,SJO,MEX,21/04/2024 01:22,,,CANCELLED,,B787,ECONOMY,
2957,LA,LATAM,LA1887,SJO,MEX,8/07/2024 08:02,8/07/2024 12:20,243,ON_TIME,0,B739,ECONOMY,39F
2958,DL,Delta,DL8791,GUA,lim,17/01/2024 04:24,01-17-2024 08:54 AM,275,ON_TIME,0,B757,PREMIUM_ECONOMY,12A
2959,CM,Copa Airlines,CM3016,SAL,BCN,11/04/2025 01:45,4/11/2025 09:43,335,DELAYED,137,B737,PREMIUM_ECONOMY,12C
2960,CM,COPA AIRLINES,CM1O51,MIA,PTY,16/06/2025 15:53,16/06/2025 23:20,299,DELAYED,147,E190,BUSINESS,6A
2961,AM,Aeromexico,AM7835,HAV,GUA,30/12/2025 14:57,12-30-2025 07:09 PM,257,ON_TIME,0,B787,ECONOMY,44D
2962,LA,LATAM,LA1242,BCN,SJO,3/03/2024 14:57,3/03/2024 21:49,403,ON_TIME,0,A321,ECONOMY,21B
2963,WN,Southwest,WN5124,LIM,GUA,04-25-2024 08:38 AM,04-25-2024 11:36 AM,166,ON_TIME,0,B757,ECONOMY,22B
2964,CM,Copa Airlines,CM8035,GUA,mia,5/10/2025 04:14,10/05/2025 11:31,344,DELAYED,71,B787,ECONOMY,43D
2965,UA,United,UA5656,SJO,mia,13/11/2024 07:19,13/11/2024 10:46,196,ON_TIME,0,B737,PREMIUM_ECONOMY,11D
2966,BA,British Airways,BA2227,BOG,SAL,26/03/2025 13:44,26/03/2025 22:39,332,DELAYED,212,B777,FIRST,1F
2967,WN,Southwest,WN9868,SAL,BOG,26/09/2024 08:43,26/09/2024 14:36,352,ON_TIME,0,B737,ECONOMY,35D
2968,AV,Avianca,AV7339,JFK,BCN,17/02/2025 06:07,17/02/2025 10:47,271,ON_TIME,0,A321,ECONOMY,24C
2969,CM,Copa Airlines,CM3800,LAX,GUA,22/03/2025 07:04,03-22-2025 01:57 PM,351,DELAYED,58,CRJ9,ECONOMY,30E
2970,IB,Iberia,IB2622,LAX,BOG,23/06/2024 09:25,23/06/2024 11:33,72,DELAYED,54,B767,FIRST,3A
2971,WN,Southwest,WN4101,CUN,gua,28/12/2025 20:36,29/12/2025 02:44,360,ON_TIME,0,A321,ECONOMY,20D
2972,AM,Aeromexico,AM6358,MEX,BCN,19/06/2025 10:54,,,CANCELLED,,CRJ9,ECONOMY,
2973,BA,British Airways,BA3551,SAL,SJO,2/12/2025 03:00,2/12/2025 04:06,58,ON_TIME,0,B739,ECONOMY,18D
2974,CM,Copa Airlines,CM8957,PTY,SAP,9/04/2025 04:35,9/04/2025 11:25,401,ON_TIME,0,A319,ECONOMY,23B
2975,AV,Avianca,AV5785,SAP,LIM,4/05/2025 17:11,4/05/2025 20:24,179,ON_TIME,0,CRJ9,ECONOMY,37C
2976,BA,British Airways,BA5745,MEX,SJO,9/08/2025 05:21,,,CANCELLED,,E190,ECONOMY,
2977,IB,Iberia,IB8721,JFK,MEX,7/10/2025 00:50,7/10/2025 05:22,250,ON_TIME,0,B738,ECONOMY,17E
2978,AA,AMERICAN AIRLINES,AA7329,MEX,GUA,2/11/2024 11:11,11/02/2024 13:14,122,ON_TIME,0,E190,ECONOMY,28C
2979,UA,United,UA7362,MAD,MEX,11/11/2024 06:21,11/11/2024 09:44,207,ON_TIME,0,B739,ECONOMY,20D
2980,IB,Iberia,IB5392,MEX,SAP,21/05/2024 11:08,21/05/2024 12:31,65,ON_TIME,0,E190,PREMIUM_ECONOMY,14B
2981,AV,Avianca,AV9613,HAV,MEX,10/11/2025 01:37,11/10/2025 04:14,160,ON_TIME,0,A319,ECONOMY,22A
2982,AA,American Airlines,AA2211,BCN,SAP,10/09/2025 09:46,9/10/2025 10:59,69,ON_TIME,0,A320,ECONOMY,31A
2983,B6,JetBlue,B63116,SAL,SAP,12/06/2024 10:06,6/12/2024 16:34,344,DELAYED,19,B787,BUSINESS,5B
2984,FR,Ryanair,FR3453,MIA,SAL,11-30-2024 01:34 PM,30/11/2024 19:41,344,ON_TIME,0,A320,ECONOMY,39A
2985,CM,Copa Airlines,CM9576,SJO,MAD,8/09/2025 12:44,8/09/2025 14:45,118,ON_TIME,0,B757,ECONOMY,20E
2986,FR,Ryanair,FR6267,GUA,BCN,18/11/2025 10:17,11-18-2025 02:48 PM,247,ON_TIME,0,B737,ECONOMY,30A
2987,UA,United,ua2738,JFK,BCN,3/07/2024 02:43,3/07/2024 08:37,349,ON_TIME,0,B777,PREMIUM_ECONOMY,12F
2988,DL,Delta,DL5949,MEX,SAL,24/08/2024 18:29,24/08/2024 22:06,202,ON_TIME,0,A320,ECONOMY,35E
2989,AM,Aeromexico,AM5089,GUA,LAX,31/05/2025 03:20,31/05/2025 08:20,308,ON_TIME,0,A320,ECONOMY,27C
2990,AM,Aeromexico,AM6625,JFK,PTY,14/12/2025 04:45,12-14-2025 10:44 AM,364,ON_TIME,0,B777,ECONOMY,39C
2991,AV,AVIANCA,AV7535,LAX,sap,6/05/2024 01:42,5/06/2024 04:16,148,ON_TIME,0,B739,ECONOMY,36E
2992,DL,Delta,DL3644,BOG,MIA,25/12/2025 16:35,25/12/2025 20:13,63,DELAYED,144,B787,ECONOMY,19C
2993,AA,American Airlines,AA0524,JFK,PTY,7/05/2024 09:37,7/05/2024 14:17,281,ON_TIME,0,B777,ECONOMY,34C
2994,AV,Avianca,AV0608,JFK,MEX,25/04/2025 08:48,25/04/2025 11:28,146,ON_TIME,0,A320,ECONOMY,29D
2995,DL,Delta,DL5165,SAP,MIA,11/09/2025 16:36,9/11/2025 22:57,386,ON_TIME,0,B739,BUSINESS,6F
2996,B6,JetBlue,B65397,MEX,LIM,5/10/2025 20:23,6/10/2025 01:26,297,ON_TIME,0,B738,ECONOMY,20A
2997,CM,Copa Airlines,CM0453,MAD,sal,16/05/2025 10:03,16/05/2025 12:48,142,DELAYED,29,A320,ECONOMY,27F
2998,IB,Iberia,IB4992,CUN,BOG,15/11/2024 10:44,15/11/2024 18:22,343,DELAYED,107,B777,BUSINESS,4C
2999,LA,LATAM,LA2321,HAV,MEX,1/12/2025 11:28,1/12/2025 17:46,160,DELAYED,227,B767,ECONOMY,34F
3000,BA,British Airways,BA3039,JFK,BCN,11/06/2024 21:41,6/12/2024 01:05,209,ON_TIME,0,B767,ECONOMY,31B
3001,DL,Delta,DL9965,MEX,HAV,7/01/2025 22:24,8/01/2025 05:58,392,DELAYED,47,B787,ECONOMY,22B
3002,AV,Avianca,AV4867,LIM,SAP,11-21-2025 06:08 PM,21/11/2025 21:55,118,DELAYED,101,A320,ECONOMY,16C
3003,LA,LATAM,LA6386,GUA,MAD,23/01/2024 14:50,23/01/2024 17:14,91,DELAYED,40,B737,ECONOMY,16D
3004,CM,COPA AIRLINES,CM7568,MIA,PTY,20/02/2024 16:21,,,CANCELLED,,B739,ECONOMY,
3005,BA,British Airways,BA9173,BCN,bog,22/12/2025 03:45,12-22-2025 09:46 AM,369,ON_TIME,0,B738,ECONOMY,32D
3006,B6,JetBlue,B62184,HAV,BOG,26/11/2024 23:48,27/11/2024 02:28,163,ON_TIME,0,B738,ECONOMY,23E
3007,AM,Aeromexico,AM8388,mia,JFK,9/06/2025 18:28,10/06/2025 04:00,351,DELAYED,222,B787,BUSINESS,10C
3008,AM,Aeromexico,AM6280,GUA,LAX,10-28-2025 12:11 PM,28/10/2025 16:50,283,ON_TIME,0,A319,ECONOMY,40C
3009,AV,AVIANCA,AV8406,MIA,SAL,5/02/2024 12:06,2/05/2024 17:20,309,ON_TIME,0,B777,ECONOMY,21C
3010,AA,AMERICAN AIRLINES,AA9964,HAV,SJO,07-29-2025 01:30 PM,29/07/2025 21:09,354,DELAYED,100,B757,ECONOMY,36C
3011,FR,Ryanair,FR5275,BOG,MIA,07-13-2024 11:46 PM,07-14-2024 05:34 AM,357,ON_TIME,0,E190,BUSINESS,4D
3012,FR,Ryanair,FR0758,MIA,HAV,23/08/2024 02:54,23/08/2024 07:05,240,ON_TIME,0,B767,ECONOMY,35B
3013,AV,Avianca,AV8614,LAX,BCN,20/11/2025 02:02,20/11/2025 06:53,275,ON_TIME,0,B767,ECONOMY,41E
3014,FR,Ryanair,FR3461,PTY,MAD,3/10/2024 02:18,3/10/2024 09:48,379,DELAYED,67,B767,ECONOMY,31E
3015,IB,Iberia,IB6831,MIA,SAL,3/05/2025 12:48,3/05/2025 17:12,259,ON_TIME,0,B757,ECONOMY,24A
3016,LA,LATAM,LA4965,SAL,JFK,20/07/2025 21:19,,,CANCELLED,,CRJ9,ECONOMY,
3017,LA,LATAM,LA5746,LIM,CUN,4/12/2024 00:28,4/12/2024 05:23,286,ON_TIME,0,B757,ECONOMY,30C
3018,BA,BRITISH AIRWAYS,BA9941,GUA,LIM,03-30-2024 05:51 AM,03-30-2024 09:56 AM,232,ON_TIME,0,A320,ECONOMY,25A
3019,LA,LATAM,LA9656,MAD,CUN,25/11/2025 20:17,11-26-2025 01:44 AM,162,DELAYED,171,B738,PREMIUM_ECONOMY,14F
3020,WN,Southwest,WN6671,HAV,MAD,06-24-2024 11:07 AM,06-24-2024 02:46 PM,196,ON_TIME,0,E190,ECONOMY,31E
3021,UA,UNITED,UA7958,CUN,SJO,21/05/2024 18:39,05-22-2024 01:20 AM,403,ON_TIME,0,B737,ECONOMY,37B
3022,DL,Delta,DL8459,MEX,MAD,12/10/2025 12:52,10/12/2025 18:30,348,ON_TIME,0,B787,ECONOMY,23D
3023,AA,American Airlines,AA5373,SAP,MEX,9/04/2025 01:55,4/09/2025 08:43,407,ON_TIME,0,B757,ECONOMY,43A
3024,FR,Ryanair,FR5600,GUA,sap,02-15-2025 06:54 PM,02-15-2025 10:48 PM,212,ON_TIME,0,B757,ECONOMY,16F
3025,B6,JetBlue,B62918,MAD,SJO,24/08/2024 16:39,08-24-2024 09:21 PM,268,ON_TIME,0,B787,ECONOMY,22C
3026,UA,United,UA8419,MAD,PTY,1/12/2025 14:59,1/12/2025 18:05,167,ON_TIME,0,A319,ECONOMY,23B
3027,B6,JetBlue,B64351,SAP,GUA,08-18-2025 01:51 AM,18/08/2025 04:09,147,ON_TIME,0,B777,ECONOMY,37F
3028,AV,Avianca,AV1517,MIA,HAV,5/08/2024 23:54,8/06/2024 05:57,371,ON_TIME,0,E190,ECONOMY,33A
3029,DL,Delta,DL5244,GUA,SAL,02-28-2025 01:14 AM,28/02/2025 07:36,389,ON_TIME,0,B767,ECONOMY,25E
3030,AA,American Airlines,AA9492,MEX,BOG,04-24-2025 05:40 PM,,,CANCELLED,,B738,ECONOMY,
3031,AA,American Airlines,AA1431,lim,SAP,9/09/2025 03:08,9/09/2025 08:45,319,ON_TIME,0,A320,BUSINESS,6E
3032,UA,United,UA3356,PTY,MIA,3/12/2025 01:43,12/03/2025 09:04,270,DELAYED,178,A321,ECONOMY,32F
